ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
770,7920,Robeson,1,Roger Oxendine Farm,9535,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7341840,-79.2282,34.4841,POINT (-79.2282 34.4841)
474,2940,Robeson,1,Rouse 3,5750,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.9958,34.4823,POINT (-78.9958 34.4823)
626,2308,Robeson,1,"Stuart Mill Road Farms, LLC",11809,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7392524,-79.2443,34.4656,POINT (-79.2443 34.4656)
964,7920,Robeson,1,Freedman Farm Robeson,7616,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7341840,-79.1286,34.4529,POINT (-79.12860000000001 34.4529)
470,3552,Columbus,1,Pug & Sugs Farm,1443,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-78.8864,34.4606,POINT (-78.88639999999999 34.4606)
607,7040,Columbus,1,Double R Farms #2,10751,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.8386,34.4571,POINT (-78.8386 34.4571)
922,4410,Robeson,1,Marshall Willoughby Farm,4434,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-79.2024,34.4501,POINT (-79.2024 34.4501)
416,9600,Columbus,3,Fields Farm Site #1 - 3,4408,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1833600,-78.9075,34.4522,POINT (-78.9075 34.4522)
475,2256,Columbus,1,Coastal Farms #1,15213,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7225968,-78.7678,34.4306,POINT (-78.76779999999999 34.4306)
1200,4800,Columbus,2,Freedman Farm,3708,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-78.7572,34.4532,POINT (-78.7572 34.4532)
767,7104,Robeson,1,George McLean Farm,1769,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1356864,-79.2161,34.4322,POINT (-79.2161 34.4322)
992,7104,Robeson,1,Eddie Johnson,1368,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1356864,-79.1877,34.4365,POINT (-79.18770000000001 34.4365)
594,1200,Robeson,1,"Robco Farms, LLC",6471,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3843600,-79.1677,34.443,POINT (-79.1677 34.443)
633,7920,Columbus,1,Michael & Michelle Luhrs Farm,11598,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7341840,-78.9378,34.4033,POINT (-78.9378 34.4033)
982,6400,Columbus,2,Mark and Tommy Johnson,1245,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-78.8806,34.4278,POINT (-78.8806 34.4278)
714,6000,Columbus,1,Coastal Farms Inc,26916,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,19218000,-78.7167,34.4367,POINT (-78.7167 34.4367)
903,5280,Robeson,1,B W Rouse #2,5420,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4894560,-79.0385,34.4126,POINT (-79.0385 34.4126)
1003,5280,Columbus,1,L.C. Carter Farm,4880,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4894560,-78.8656,34.4217,POINT (-78.8656 34.4217)
639,3520,Columbus,1,Six B Farm,5106,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-78.8483,34.4181,POINT (-78.84829999999999 34.4181)
984,1270,Robeson,2,Sandy Evans 19-20,1196,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1177290,-79.1403,34.3784,POINT (-79.1403 34.3784)
495,5760,Robeson,2,Rouse 4,10787,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-79.0859,34.3802,POINT (-79.0859 34.3802)
921,3520,Robeson,1,Billy W. Rouse #1,3543,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-79.0318,34.4001,POINT (-79.0318 34.4001)
536,3200,Columbus,1,Jerry Johnson Farm,5534,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2966400,-78.8618,34.3944,POINT (-78.8618 34.3944)
832,7040,Columbus,1,Collins Swine Farm,7844,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6526080,-78.7845,34.369,POINT (-78.78449999999999 34.369)
467,4400,Columbus,1,Cecil Barnhill and Sons Farm,8734,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4078800,-78.8817,34.3844,POINT (-78.8817 34.3844)
658,4400,Columbus,1,Graba Farms,6199,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4078800,-78.8433,34.3633,POINT (-78.8433 34.3633)
463,13230,Robeson,3,Sandy Evans 1-18,26489,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,12264210,-79.0805,34.36,POINT (-79.0805 34.36)
825,10880,Columbus,3,"K & S Farms, LLC",12225,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10085760,-78.9767,34.3364,POINT (-78.97669999999999 34.3364)
841,2940,Columbus,1,Rossie Bullock Farm,3241,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2725380,-78.8889,34.3417,POINT (-78.88890000000001 34.3417)
28,800,Stokes,1,Edsel Bennett Feeder Pig Farm,110314,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,3088800,-80.1675,36.4669,POINT (-80.1675 36.4669)
726,7680,Surry,1,Double E Farms 2,2021,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1466880,-80.7706,36.4022,POINT (-80.7706 36.4022)
1165,2400,Surry,1,W4 Farms,6598,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-80.7819,36.3742,POINT (-80.78189999999999 36.3742)
422,7650,Surry,1,Cundiff Creek Farm,16805,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7091550,-80.5864,36.2931,POINT (-80.5864 36.2931)
1015,8640,Yadkin,1,"Loyd Ray Farms, Inc.",7891,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Expired,8009280,-80.7083,36.1667,POINT (-80.70829999999999 36.1667)
373,260,Caldwell,2,B.G. Looper and Sons / Wesley Looper,7304,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,2724280,-81.3586,35.82,POINT (-81.3586 35.82)
213,1578,Rowan,2,P & F Farms,28604,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,6092658,-80.3729,35.6693,POINT (-80.3729 35.6693)
735,49286,Northampton,8,Farms 27-30,52035,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,38245936,-77.625,36.5431,POINT (-77.625 36.5431)
101,1250,Warren,1,Spring Valley Farm,129678,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,13097500,-78.2817,36.5411,POINT (-78.2817 36.5411)
281,750,Warren,1,White Ridge Farm,8549,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,2402250,-78.2086,36.5361,POINT (-78.2086 36.5361)
219,1200,Warren,1,NC Farm Partnership #2,1047,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,229200,-78.2494,36.5208,POINT (-78.24939999999999 36.5208)
885,7992,Northampton,3,Farm 40 A & 40B,8371,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7408584,-77.4711,36.4958,POINT (-77.47110000000001 36.4958)
520,1000,Warren,2,"North Carolina Farm of Wise, LLC",20150,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,10478000,-78.1583,36.4917,POINT (-78.1583 36.4917)
134,600,Warren,2,Farm 7360,46916,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,6286800,-78.0839,36.4811,POINT (-78.0839 36.4811)
1065,2400,Northampton,2,Farm 39,7218,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.49,36.4867,POINT (-77.48999999999999 36.4867)
885,3552,Northampton,3,Farm 40 A & 40B,767,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-77.4711,36.4958,POINT (-77.47110000000001 36.4958)
927,3272,Northampton,2,Farm 11 / 8511,11306,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,10480216,-77.3981,36.49,POINT (-77.3981 36.49)
307,1256,Granville,2,C. F. Blackwell Company,3793,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1164312,-78.6836,36.4458,POINT (-78.6836 36.4458)
796,600,Northampton,1,Long's Hog Farm,699,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,556200,-77.3633,36.44,POINT (-77.3633 36.44)
609,1400,Northampton,1,Barrow East,2131,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1297800,-77.3756,36.4069,POINT (-77.37560000000001 36.4069)
599,1100,Northampton,1,Wayne West Farm,1702,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1019700,-77.4581,36.3975,POINT (-77.4581 36.3975)
83,600,Warren,2,Farm 61,75745,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,6286800,-77.9861,36.3614,POINT (-77.98609999999999 36.3614)
266,1000,Northampton,1,Barrow West,3485,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,927000,-77.4533,36.3667,POINT (-77.4533 36.3667)
715,3272,Northampton,2,Farm 36 / 8536,14658,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,10480216,-77.4272,36.3433,POINT (-77.4272 36.3433)
540,3927,Northampton,2,Farm 37 / 8537,23293,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12578181,-77.3631,36.3122,POINT (-77.3631 36.3122)
572,18600,Northampton,3,"Winnaway Farm - Sites 1, 2 & 3",6211,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,3552600,-77.3583,36.3306,POINT (-77.3583 36.3306)
63,2080,Halifax,2,Perry Sow,105750,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6662240,-77.4097,36.2375,POINT (-77.4097 36.2375)
404,500,Halifax,1,Farm 63,12968,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,5239000,-77.5161,36.2253,POINT (-77.51609999999999 36.2253)
202,9510,Halifax,2,Fishing Creek Farm,43642,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8815770,-77.9306,36.1967,POINT (-77.9306 36.1967)
202,3500,Halifax,2,Fishing Creek Farm,3309,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,668500,-77.9306,36.1967,POINT (-77.9306 36.1967)
600,500,Halifax,2,Farm 62,8732,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,5239000,-77.5833,36.1886,POINT (-77.58329999999999 36.1886)
242,6761,Franklin,1,Franklin Finisher,21680,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,5246536,-78.065,36.1558,POINT (-78.065 36.1558)
70,9600,Nash,6,"Harrison Pork Productions, Inc.",127131,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8899200,-78.0283,36.1544,POINT (-78.0283 36.1544)
626,6400,Halifax,1,Perry Nursery,1953,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-77.4272,36.1697,POINT (-77.4272 36.1697)
637,6400,Nash,4,Whitakers,9314,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-77.7595,36.1399,POINT (-77.7595 36.1399)
940,4000,Halifax,1,Sessoms Farm,3945,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3708000,-77.5,36.1533,POINT (-77.5 36.1533)
143,3800,Nash,1,Moore Farm,5076,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,725800,-78.0167,36.1056,POINT (-78.0167 36.1056)
578,5600,Nash,2,Moore's Swine Farm,8981,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5191200,-77.9583,36.1,POINT (-77.95829999999999 36.1)
833,3840,Edgecombe,1,Joe Suggs Farm,4273,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3559680,-77.6611,36.1158,POINT (-77.6611 36.1158)
1289,12595,Halifax,2,East Pork Farm,9058,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11675565,-77.3944,36.1008,POINT (-77.3944 36.1008)
520,2169,Franklin,1,Andrews Hunt Farm (Castalia),13360,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6947307,-78.1014,36.0761,POINT (-78.1014 36.0761)
469,1000,Nash,4,Swift Creek Hog Farm,6829,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3203000,-77.735,36.0864,POINT (-77.735 36.0864)
913,2411,Halifax,1,Farm 8151,8458,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7722433,-77.4953,36.0808,POINT (-77.4953 36.0808)
670,1750,Franklin,1,Gardner Farms 1,2421,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1622250,-78.135,36.0733,POINT (-78.13500000000001 36.0733)
563,4800,Edgecombe,4,CAJ One Inc,32918,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,18532800,-77.5508,36.0456,POINT (-77.5508 36.0456)
707,2411,Halifax,1,Farm 8152,10923,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7722433,-77.5049,36.0745,POINT (-77.50490000000001 36.0745)
880,5760,Edgecombe,1,Phil Bulluck Farm,6068,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.7169,36.0389,POINT (-77.7169 36.0389)
736,8640,Edgecombe,6,Hanor Multiplier,10882,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8009280,-77.6367,36.0519,POINT (-77.6367 36.0519)
736,7680,Edgecombe,6,Hanor Multiplier,1993,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1466880,-77.6367,36.0519,POINT (-77.6367 36.0519)
534,1500,Nash,2,Nash Pigg Inc.,8997,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4804500,-77.9908,36.0465,POINT (-77.99079999999999 36.0465)
854,7680,Edgecombe,1,Steve Brewer Farm,8336,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7119360,-77.425,36.0244,POINT (-77.425 36.0244)
327,7200,Franklin,3,Peachtree Creek Farm Inc.,20411,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-78.1397,36.0094,POINT (-78.1397 36.0094)
373,18763,Franklin,2,First Line Farms L.L.C.,9608,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,3583733,-78.135,36.0131,POINT (-78.13500000000001 36.0131)
576,3000,Nash,1,Sykes Farm # 2,4828,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2781000,-78.0961,36.0147,POINT (-78.09610000000001 36.0147)
506,1000,Nash,2,Batten Farm,377,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,191000,-77.9484,36.0198,POINT (-77.94840000000001 36.0198)
806,4800,Edgecombe,1,Steve Harper Farm,5521,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-77.5864,36.0256,POINT (-77.5864 36.0256)
435,2886,Nash,1,Sykes Farm # 1,6150,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2675322,-78.0839,36.0008,POINT (-78.0839 36.0008)
578,7000,Edgecombe,2,Polly Ridge,38791,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,22421000,-77.3992,35.9831,POINT (-77.39919999999999 35.9831)
731,6400,Edgecombe,5,Shellbank Farm,8116,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-77.6878,35.9583,POINT (-77.6878 35.9583)
639,15580,Edgecombe,5,VF Farms LLC,4657,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2975780,-77.4778,35.9478,POINT (-77.4778 35.9478)
881,14109,Nash,2,Strother Swine Farms Unit 5 - Nash Pig Farm,3059,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2694819,-77.9444,35.9067,POINT (-77.9444 35.9067)
479,3800,Nash,1,Murray Farms Inc,1515,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,725800,-78.08,35.905,POINT (-78.08 35.905)
877,450,Nash,1,Hill Farms 2,1644,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,1441350,-77.9617,35.9022,POINT (-77.96169999999999 35.9022)
902,2750,Edgecombe,2,Johnson Livestock,2826,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2549250,-77.7083,35.8978,POINT (-77.70829999999999 35.8978)
867,2693,Edgecombe,1,Wilson Multiplier,9949,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,8625679,-77.4025,35.8828,POINT (-77.4025 35.8828)
927,1764,Edgecombe,2,Creekside Farm,7347,Swine - Gilts,NC Dept. of Environmental Quality,Active,6810804,-77.3781,35.8889,POINT (-77.3781 35.8889)
927,720,Edgecombe,2,Creekside Farm,148,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,137520,-77.3781,35.8889,POINT (-77.3781 35.8889)
670,1500,Edgecombe,1,W.C. Varnell Jr. Farm,2075,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1390500,-77.7661,35.8872,POINT (-77.76609999999999 35.8872)
816,482,Nash,2,Middlesex Sow Farm,1892,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,1543846,-78.1358,35.8568,POINT (-78.1358 35.8568)
810,825,Edgecombe,1,James E. Lancaster Farm,944,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,764775,-77.7802,35.8654,POINT (-77.78019999999999 35.8654)
675,2400,Edgecombe,1,Brewer Sharpsburg Farm,3296,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2224800,-77.7836,35.8511,POINT (-77.78360000000001 35.8511)
586,1200,Edgecombe,1,Clover M Farms / Langley Farm,1898,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1112400,-77.7639,35.8453,POINT (-77.76390000000001 35.8453)
539,1580,Edgecombe,1,H. Johnson Farm,2717,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1464660,-77.725,35.8464,POINT (-77.72499999999999 35.8464)
637,4800,Edgecombe,1,George Crawford Farms,6985,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-77.4011,35.8544,POINT (-77.4011 35.8544)
955,2150,Edgecombe,2,Blount Bros. Farm,7211,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6886450,-77.3694,35.8597,POINT (-77.3694 35.8597)
778,6402,Edgecombe,4,"Davistown Farming, LLC",7628,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5934654,-77.6127,35.8137,POINT (-77.6127 35.8137)
878,1920,Pitt,1,Ronald Crawford Farm,2027,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1779840,-77.4359,35.8039,POINT (-77.4359 35.8039)
418,4350,Johnston,5,Brooks Creech Farm,8076,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,3375600,-78.2653,35.7892,POINT (-78.2653 35.7892)
829,32000,Wilson,2,Shallington's Mills Nursery,7373,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,6112000,-77.7417,35.7792,POINT (-77.74169999999999 35.7792)
830,1690,Edgecombe,3,Drake Farms,1888,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1566630,-77.6417,35.8114,POINT (-77.6417 35.8114)
262,100,Johnston,4,Wilbur Creech Farm,3999,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,1047800,-78.2433,35.7683,POINT (-78.2433 35.7683)
331,3631,Nash,2,Spring Branch Farm,8513,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,2817656,-78.2278,35.7647,POINT (-78.2278 35.7647)
674,4400,Edgecombe,2,Triple M Farms,6052,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4078800,-77.585,35.7647,POINT (-77.58499999999999 35.7647)
301,4200,Nash,4,Three G Farms,12935,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3893400,-78.2361,35.7672,POINT (-78.23609999999999 35.7672)
632,11520,Pitt,1,Bobby Harris Farm,16897,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-77.4428,35.733,POINT (-77.44280000000001 35.733)
878,10560,Pitt,1,Carson and Manning Farm,11149,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9789120,-77.379,35.7408,POINT (-77.379 35.7408)
790,1446,Pitt,1,Summitt Sow Farm,5863,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4631538,-77.3451,35.756,POINT (-77.3451 35.756)
278,263,Wake,2,Lake Wheeler Rd Field Lab-Swine Educational Unit,9913,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,2755714,-78.6764,35.73,POINT (-78.6764 35.73)
310,4000,Johnston,4,Barham Farms Home Farms 48A,41329,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.3156,35.7047,POINT (-78.3156 35.7047)
696,425,Wilson,2,Bill's Pig Farm,6398,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,4453150,-78.0756,35.7266,POINT (-78.07559999999999 35.7266)
923,1760,Pitt,1,Corbett Farms,1768,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1631520,-77.5695,35.7244,POINT (-77.56950000000001 35.7244)
310,200,Johnston,4,Barham Farms Home Farms 48A,2491,Swine - Gilts,NC Dept. of Environmental Quality,Active,772200,-78.3156,35.7047,POINT (-78.3156 35.7047)
262,5040,Johnston,4,Three G Two,3674,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,962640,-78.2665,35.6943,POINT (-78.26649999999999 35.6943)
262,6480,Johnston,4,Three G Two,22927,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6006960,-78.2665,35.6943,POINT (-78.26649999999999 35.6943)
737,180,Wilson,5,Sharp Farms,2559,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,1886040,-78.115,35.7086,POINT (-78.11499999999999 35.7086)
